category	subcategory	title
Category:Branches of biology	Category:Microbiology	British Society for Parasitology
Category:Branches of biology	Category:Microbiology	British Society for Plant Pathology
Category:Branches of biology	Category:Microbiology	International Biodeterioration and Biodegradation Society
Category:Branches of biology	Category:Microbiology	National Institute of Molecular Biology and Biotechnology
Category:Branches of biology	Category:Microbiology	Society for Applied Microbiology
Category:Branches of biology	Category:Microbiology	Society for Industrial Microbiology and Biotechnology
Category:Branches of biology	Category:Microbiology	Microbiological culture
Category:Branches of biology	Category:Microbiology	Antibiotic sensitivity testing
Category:Branches of biology	Category:Microbiology	Auramine–rhodamine stain
Category:Branches of biology	Category:Microbiology	Axenic
Category:Branches of biology	Category:Microbiology	Colonial morphology
Category:Branches of biology	Category:Microbiology	Colony hybridization
Category:Branches of biology	Category:Microbiology	Cryogenic grinding
Category:Branches of biology	Category:Microbiology	Digital holographic microscopy
Category:Branches of biology	Category:Microbiology	Endospore staining
Category:Branches of biology	Category:Microbiology	Hydrodynamic focusing
Category:Branches of biology	Category:Microbiology	Industrial fermentation
Category:Branches of biology	Category:Microbiology	Lancefield grouping
Category:Branches of biology	Category:Microbiology	Live cell imaging
Category:Branches of biology	Category:Microbiology	Metagenomics
Category:Branches of biology	Category:Microbiology	Metatranscriptomics
Category:Branches of biology	Category:Microbiology	Moeller stain
Category:Branches of biology	Category:Microbiology	Oxidative/fermentation glucose test
Category:Branches of biology	Category:Microbiology	Papanicolaou stain
Category:Branches of biology	Category:Microbiology	Phenotypic testing of mycobacteria
Category:Branches of biology	Category:Microbiology	Quantitative phase-contrast microscopy
Category:Branches of biology	Category:Microbiology	Replica plating
Category:Branches of biology	Category:Microbiology	Schaeffer–Fulton stain
Category:Branches of biology	Category:Microbiology	Stable-isotope probing
Category:Branches of biology	Category:Microbiology	Streaking (microbiology)
Category:Branches of biology	Category:Microbiology	Synchronous culture
Category:Branches of biology	Category:Microbiology	Time stretch quantitative phase imaging
Category:Branches of biology	Category:Microbiology	Time-lapse microscopy
Category:Branches of biology	Category:Microbiology	Transmission electron microscopy DNA sequencing
Category:Branches of biology	Category:Microbiology	Vargulin
Category:Branches of biology	Category:Microbiology	Viability assay
Category:Branches of biology	Category:Microbiology	Viral metagenomics
Category:Branches of biology	Category:Microbiology	Voges–Proskauer test
Category:Branches of biology	Category:Microbiology	Voges-Proskauer reaction
Category:Branches of biology	Category:Microbiology	Ziehl–Neelsen stain
Category:Branches of biology	Category:Microbiology	Agar plate
Category:Branches of biology	Category:Microbiology	Axenic
Category:Branches of biology	Category:Microbiology	Biofilm
Category:Branches of biology	Category:Microbiology	Biofilm factory
Category:Branches of biology	Category:Microbiology	Biovar
Category:Branches of biology	Category:Microbiology	Colonial morphology
Category:Branches of biology	Category:Microbiology	Contact-dependent growth inhibition
Category:Branches of biology	Category:Microbiology	Extracellular polymeric substance
Category:Branches of biology	Category:Microbiology	Floc (biofilm)
Category:Branches of biology	Category:Microbiology	Flora (microbiology)
Category:Branches of biology	Category:Microbiology	McIntosh and Filde's anaerobic jar
Category:Branches of biology	Category:Microbiology	Microbial ecology
Category:Branches of biology	Category:Microbiology	Microbial loop
Category:Branches of biology	Category:Microbiology	Microbiological culture
Category:Branches of biology	Category:Microbiology	Petrifilm
Category:Branches of biology	Category:Microbiology	Skin flora
Category:Branches of biology	Category:Microbiology	Strain (biology)
Category:Branches of biology	Category:Microbiology	Thermal death time
Category:Branches of biology	Category:Microbiology	Total viable organism
Category:Branches of biology	Category:Microbiology	Anoigmaichnus
Category:Branches of biology	Category:Microbiology	British Society for Parasitology
Category:Branches of biology	Category:Microbiology	Burrinjuckia
Category:Branches of biology	Category:Microbiology	Eggs per gram
Category:Branches of biology	Category:Microbiology	European Federation of Parasitologists
Category:Branches of biology	Category:Microbiology	Fecal–oral route
Category:Branches of biology	Category:Microbiology	Heteroecious
Category:Branches of biology	Category:Microbiology	Human-to-human transmission
Category:Branches of biology	Category:Microbiology	Human-to-primate transmission
Category:Branches of biology	Category:Microbiology	Mosquito-malaria theory
Category:Branches of biology	Category:Microbiology	Sylvatic cycle
Category:Branches of biology	Category:Microbiology	Secretion
Category:Branches of biology	Category:Microbiology	Bacterial secretion system
Category:Branches of biology	Category:Microbiology	Preorbital gland
Category:Branches of biology	Category:Microbiology	Pulsatile secretion
Category:Branches of biology	Category:Microbiology	Secretor status
Category:Branches of biology	Category:Microbiology	Trimeric autotransporter adhesin
Category:Branches of biology	Category:Microbiology	Type II secretion system
Category:Branches of biology	Category:Microbiology	Type IV secretion system
Category:Branches of biology	Category:Microbiology	Type VI secretion system
Category:Branches of biology	Category:Microbiology	Social history of viruses
Category:Branches of biology	Category:Microbiology	Virus
Category:Branches of biology	Category:Microbiology	B type inclusion
Category:Branches of biology	Category:Microbiology	Branched DNA assay
Category:Branches of biology	Category:Microbiology	Coinfection
Category:Branches of biology	Category:Microbiology	DPVweb
Category:Branches of biology	Category:Microbiology	Ecotropism
Category:Branches of biology	Category:Microbiology	Embryonated
Category:Branches of biology	Category:Microbiology	International Committee on Taxonomy of Viruses
Category:Branches of biology	Category:Microbiology	Lysogenic cycle
Category:Branches of biology	Category:Microbiology	Multiplicity of infection
Category:Branches of biology	Category:Microbiology	PhEVER
Category:Branches of biology	Category:Microbiology	Plant virus
Category:Branches of biology	Category:Microbiology	Pleomorphism (microbiology)
Category:Branches of biology	Category:Microbiology	Pseudodiploid
Category:Branches of biology	Category:Microbiology	Quasispecies model
Category:Branches of biology	Category:Microbiology	Serial passage
Category:Branches of biology	Category:Microbiology	Strain (biology)
Category:Branches of biology	Category:Microbiology	Szybalski's rule
Category:Branches of biology	Category:Microbiology	Transduction (genetics)
Category:Branches of biology	Category:Microbiology	Viral dynamics
Category:Branches of biology	Category:Microbiology	Viral evolution
Category:Branches of biology	Category:Microbiology	Viral load
Category:Branches of biology	Category:Microbiology	Viral metagenomics
Category:Branches of biology	Category:Microbiology	Viral phylodynamics
Category:Branches of biology	Category:Microbiology	Viral quasispecies
Category:Branches of biology	Category:Microbiology	Viroinformatics
Category:Branches of biology	Category:Microbiology	Virophysics
Category:Branches of biology	Category:Microbiology	Acidophile (histology)
Category:Branches of biology	Category:Microbiology	Affinity capture
Category:Branches of biology	Category:Microbiology	Atypical bacteria
Category:Branches of biology	Category:Microbiology	Biofilm factory
Category:Branches of biology	Category:Microbiology	Biovar
Category:Branches of biology	Category:Microbiology	Casamino acid
Category:Branches of biology	Category:Microbiology	Collodion bag
Category:Branches of biology	Category:Microbiology	Cragie tube
Category:Branches of biology	Category:Microbiology	Durham tube
Category:Branches of biology	Category:Microbiology	Endospore staining
Category:Branches of biology	Category:Microbiology	Enterotype
Category:Branches of biology	Category:Microbiology	Fastidious organism
Category:Branches of biology	Category:Microbiology	Gongylidia
Category:Branches of biology	Category:Microbiology	Haematozoa
Category:Branches of biology	Category:Microbiology	Hydrodynamic focusing
Category:Branches of biology	Category:Microbiology	Hydrogenotroph
Category:Branches of biology	Category:Microbiology	Inoculation loop
Category:Branches of biology	Category:Microbiology	Intimin
Category:Branches of biology	Category:Microbiology	Invertebrate mitochondrial code
Category:Branches of biology	Category:Microbiology	Kappa organism
Category:Branches of biology	Category:Microbiology	Kinyoun stain
Category:Branches of biology	Category:Microbiology	Lab Lemco
Category:Branches of biology	Category:Microbiology	Litmus milk
Category:Branches of biology	Category:Microbiology	Locus of enterocyte effacement
Category:Branches of biology	Category:Microbiology	Microaerophile
Category:Branches of biology	Category:Microbiology	Microbial consortium
Category:Branches of biology	Category:Microbiology	Microbial synergy
Category:Branches of biology	Category:Microbiology	Moeller stain
Category:Branches of biology	Category:Microbiology	Oxidative/fermentation glucose test
Category:Branches of biology	Category:Microbiology	Phase-change incubator
Category:Branches of biology	Category:Microbiology	Phylosymbiosis
Category:Branches of biology	Category:Microbiology	Polar capsule
Category:Branches of biology	Category:Microbiology	Polar filament
Category:Branches of biology	Category:Microbiology	Rate-zonal centrifugation
Category:Branches of biology	Category:Microbiology	Schaeffer–Fulton stain
Category:Branches of biology	Category:Microbiology	Selenite broth
Category:Branches of biology	Category:Microbiology	Society for Industrial Microbiology and Biotechnology
