source	target
Magnetic moment	Bohr magneton
Magnetic moment	Electron
Magnetic moment	Magnetic scalar potential
Magnetic moment	Bohr magneton
Magnetic moment	Bohr magneton
Magnetic moment	Bohr magneton
Magnetic moment	Electron
Magnetic moment	Bohr magneton
Magnetic moment	Proton magnetic moment
Microbiological culture	Clone (cell biology)
Neurochemistry	Neuroplasticity
Neurochemical	Nerve growth factor
Neurochemical	Neurotrophin-4
Neurochemical	Biomolecule
Locus (mathematics)	Connectedness locus
Happy number	Fortunate number
Heinz Hopf	Hopf fibration
Torque converter	Torque amplifier
Lorentz covariance	Proper time
Ludwig Boltzmann	Hermann von Helmholtz
Ludwig Boltzmann	Josiah Willard Gibbs
Ludwig Boltzmann	Hamiltonian mechanics
Ludwig Boltzmann	Loschmidt's paradox
Eadie–Hofstee diagram	Propagation of uncertainty
Paul Davies	Quantum Aspects of Life
Paul Davies	Roger Penrose
Step response	Rise time
Kinesiology	Neuroplasticity
Kinesiology	Kinesiogenomics
Kinesiology	Movement assessment
Recurrence plot	Henri Poincaré
Quadrupole magnet	Charged particle beam
Dipole magnet	Large Hadron Collider
Dipole magnet	Electromagnetism
Dipole magnet	Linear particle accelerator
Dipole magnet	Quadrupole magnet
Rhabdomyosarcoma	Histology
David Lack	Charles Darwin
Liana	Woody plant
Liana	Charles Darwin
Biosemiotics	René Thom
Biosemiotics	Léon Croizat
Fluctuation-dissipation theorem	Hamiltonian mechanics
System identification	Newton's laws of motion
Regulation of gene expression	RNA polymerase
Regulation of gene expression	Bacterial transcription
Regulation of gene expression	Mass spectrometry
Regulation of gene expression	Gene structure
Histone octamer	P300-CBP coactivator family
Histone octamer	Nucleosome
Adaptation (eye)	Neural adaptation
Displacement current	Electromagnetic wave equation
Curve fitting	Maple (software)
Schwarzian derivative	Virasoro algebra
Brillouin zone	Bravais lattice
Basal metabolic rate	Brain
Membrane potential	Receptor (biochemistry)
Membrane potential	Neuroplasticity
Membrane potential	Bioelectrochemistry
Membrane potential	Electrochemical potential
Membrane potential	Gibbs–Donnan effect
Gell-Mann matrices	Pauli matrices
Gell-Mann matrices	Clebsch–Gordan coefficients for SU(3)
Site-directed mutagenesis	Library (biology)
Site-directed mutagenesis	Transition (genetics)
Site-directed mutagenesis	Molecular cloning
Density matrix renormalization group	Linear subspace
Density matrix renormalization group	Quantum Monte Carlo
Density matrix renormalization group	Quantum Monte Carlo
Bernard Frénicle de Bessy	Christiaan Huygens
Sleep cycle	Electroencephalography
Kelvin–Helmholtz instability	Hermann von Helmholtz
Stimulus (physiology)	G protein-coupled receptor
Stimulus (physiology)	G protein-coupled receptor
Receptor (biochemistry)	G protein-coupled receptor
Receptor (biochemistry)	G protein-coupled receptor
Roller chain	Leonardo da Vinci
Roller chain	Leonardo da Vinci
Bell polynomials	Faà di Bruno's formula
Bell polynomials	Bell number
Bell polynomials	Faà di Bruno's formula
Bell polynomials	Maple (software)
Measurement in quantum mechanics	Projection (linear algebra)
Measurement in quantum mechanics	Pauli matrices
Measurement in quantum mechanics	Wolfgang Pauli
Measurement in quantum mechanics	Erwin Schrödinger
Measurement in quantum mechanics	Bell's theorem
Measurement in quantum mechanics	Wigner quasiprobability distribution
Measurement in quantum mechanics	Quantum logic
Fine-tuned universe	Large Hadron Collider
Fine-tuned universe	Quantum superposition
Fine-tuned universe	Alan Guth
Fine-tuned universe	John D. Barrow
Circular motion	Newton's laws of motion
Circular motion	Newton's laws of motion
Relativistic wave equations	Richard Feynman
Relativistic wave equations	Erwin Schrödinger
Relativistic wave equations	Wolfgang Pauli
Relativistic wave equations	Heisenberg picture
Relativistic wave equations	Pauli matrices
Relativistic wave equations	Dirac sea
Relativistic wave equations	Rarita–Schwinger equation
Relativistic wave equations	Bargmann–Wigner equations
Relativistic wave equations	Pauli matrices
Relativistic wave equations	Rarita–Schwinger equation
Relativistic wave equations	Bargmann–Wigner equations
Relativistic wave equations	Linear subspace
Relativistic wave equations	Scalar field theory
Reversal potential	Receptor (biochemistry)
Reversal potential	Receptor (biochemistry)
Reversal potential	Electrochemical potential
Gene prediction	RNA-Seq
Gene prediction	Fractal dimension
Gene prediction	Metagenomics
Levinthal's paradox	Folding funnel
Levinthal's paradox	Folding funnel
Hopf fibration	Stereographic projection
Matching (graph theory)	Telephone number (mathematics)
Matching (graph theory)	Subgraph isomorphism problem
George C. Williams (biologist)	W. D. Hamilton
Quasistatic process	Temperature
Oxygen cycle	Biogeochemical cycle
Oxygen cycle	Source–sink dynamics
Oxygen cycle	Photosynthesis
Peter and Rosemary Grant	Charles Darwin
Edge-transitive graph	Graph coloring
Invariant subspace	Invariant subspace problem
Invariant subspace	Invariant subspace problem
Kakeya set	Hausdorff dimension
Kakeya set	Hausdorff dimension
Gel electrophoresis of proteins	Gel electrophoresis
Gel electrophoresis of proteins	Gel electrophoresis
Gel electrophoresis of proteins	Immunoelectrophoresis
Szemerédi's theorem	Arithmetic combinatorics
Large Electron–Positron Collider	Large Hadron Collider
Large Electron–Positron Collider	Large Hadron Collider
Large Electron–Positron Collider	Large Hadron Collider
Large Electron–Positron Collider	Large Hadron Collider
Large Electron–Positron Collider	Large Hadron Collider
Collider	Large Hadron Collider
Collider	Beijing Electron–Positron Collider II
Collider	SuperKEKB
Collider	Large Hadron Collider
Collider	Large Hadron Collider
Pathophysiology	Hermann von Helmholtz
Synchrotron	Large Hadron Collider
Synchrotron	Electron
Synchrotron	Bevatron
Synchrotron	Large Hadron Collider
Synchrotron	Linear particle accelerator
Synchrotron	X-ray crystallography
Gradient conjecture	René Thom
Carapace	Zooplankton
Coherent sheaf	Jean-Pierre Serre
Behavioral neuroscience	William Harvey
Behavioral neuroscience	Aristotle
Behavioral neuroscience	Transcranial magnetic stimulation
Behavioral neuroscience	Transcranial magnetic stimulation
Behavioral neuroscience	Positron emission tomography
Behavioral neuroscience	Electroencephalography
Free-radical theory of aging	Electron
Einstein–Cartan theory	Torsion tensor
Einstein–Cartan theory	Loop quantum gravity
Minimal Supersymmetric Standard Model	Large Hadron Collider
Minimal Supersymmetric Standard Model	Large Hadron Collider
Minimal Supersymmetric Standard Model	Large Hadron Collider
Minimal Supersymmetric Standard Model	Large Hadron Collider
Haplotype	Microfluidic whole genome haplotyping
Haplotype	Genetic recombination
Haplotype	Haplogroup
Affine connection	Lie group
Point mutation	Transition (genetics)
Point mutation	Transition (genetics)
Sobolev space	Cocompact embedding
Potential well	Quantum dot
Paschen's law	Coefficient
Paschen's law	Townsend discharge
Paschen's law	Townsend discharge
Paschen's law	Townsend discharge
Event-related potential	Positron emission tomography
Event-related potential	Positron emission tomography
Event-related potential	Positron emission tomography
Pál Turán	Crossing number (graph theory)
Wilson loop	Lie group
Polyadenylation	Messenger RNA
Game semantics	Intuitionistic logic
Game semantics	Intuitionistic logic
Opticks	Aristotle
Opticks	Theophrastus
Opticks	Christiaan Huygens
Opticks	Treatise on Light
Opticks	Multiple-prism dispersion theory
Provability logic	Löb's theorem
Provability logic	Löb's theorem
Cyclin	Cyclin-dependent kinase 4
Chemical ecology	Auxin
Thermocline	Thin layers (oceanography)
Biphasic and polyphasic sleep	Electroencephalography
Low-dimensional topology	René Thom
S-matrix	Heisenberg picture
S-matrix	Heisenberg picture
S-matrix	Heisenberg picture
S-matrix	Wigner rotation
S-matrix	Interaction picture
Homogeneous function	Coefficient
Forb	Herbaceous plant
Quantitative trait locus	Population genetics
Quantitative trait locus	Charles Darwin
Quantitative trait locus	Expression quantitative trait loci
Quantitative trait locus	Genetic recombination
Quantitative trait locus	Expression quantitative trait loci
Induction heating	Curie temperature
Induction heating	Permeability (electromagnetism)
Thomson scattering	Compton scattering
Thomson scattering	Bremsstrahlung
Thomson scattering	Compton scattering
Thomson scattering	X-ray crystallography
Thomson scattering	Compton scattering
Thomson scattering	Klein–Nishina formula
Goldstone boson	Spontaneous symmetry breaking
Goldstone boson	BCS theory
Goldstone boson	Scalar field theory
Goldstone boson	Scalar field theory
Optical coherence tomography	Angle-resolved low-coherence interferometry
Bruce Grant	Genetics (journal)
Stefan Mazurkiewicz	Wacław Sierpiński
Algebraic geometry and analytic geometry	Jean-Pierre Serre
Arithmetic group	Jean-Pierre Serre
Golgi's method	Camillo Golgi
Liposome	Vesicle (biology and chemistry)
Patch clamp	Electrophysiology
Patch clamp	Vesicle (biology and chemistry)
Hausdorff paradox	Three-dimensional space
Hausdorff paradox	Banach–Tarski paradox
Hausdorff paradox	Banach–Tarski paradox
Hausdorff paradox	Banach–Tarski paradox
Plant physiology	Photosynthesis
Plant physiology	Jan Baptist van Helmont
Transfer principle	Augustin-Louis Cauchy
Vertex (graph theory)	Graph theory
Vertex (graph theory)	Claude Berge
Eugène Charles Catalan	Catalan's minimal surface
Approximation error	Propagation of uncertainty
Laplace's method	Derivative
Asymptotic expansion	Henri Poincaré
Asymptotic expansion	Method of steepest descent
Quantum well	Electromagnetism
Quantum well	Quantum dot
Thermoacoustics	Oscillation
Thermoacoustics	Oscillation
Thermoacoustics	Sine wave
Thermoacoustics	Normal mode
Nonstandard calculus	Hyperreal number
Quantum tunnelling	Ivar Giaever
Quantum tunnelling	Hamiltonian mechanics
Quantum tunnelling	Path integral formulation
Paolo Mantegazza	Charles Darwin
Higgs mechanism	Large Hadron Collider
Higgs mechanism	Scalar field theory
Higgs mechanism	Pauli matrices
Higgs mechanism	Spontaneous symmetry breaking
Higgs mechanism	BCS theory
Mirror symmetry (string theory)	Calabi–Yau manifold
Mirror symmetry (string theory)	Calabi–Yau manifold
Mirror symmetry (string theory)	3D mirror symmetry
Conifold	Calabi–Yau manifold
Conifold	Complex manifold
Einstein manifold	Metric tensor
Einstein manifold	Calabi–Yau manifold
Holonomy	Lie group
Holonomy	Lie group
Holonomy	Calabi–Yau manifold
Holonomy	G2 manifold
Holonomy	Edmond Bonan
Holonomy	Edmond Bonan
Holonomy	G2 manifold
Holonomy	Calabi–Yau manifold
Holonomy	Calabi–Yau manifold
Holonomy	Calabi–Yau manifold
Holonomy	G2 manifold
Neuroethology	Aristotle
The Major Transitions in Evolution	Metasystem transition
Chronology protection conjecture	Cauchy horizon
K3 surface	Calabi–Yau manifold
K3 surface	Jean-Pierre Serre
Asymptotic freedom	Perturbation theory (quantum mechanics)
G2 manifold	Edmond Bonan
G2 manifold	Calabi–Yau manifold
G2 manifold	Calabi–Yau manifold
Vector boson	Wigner's classification
Vector boson	Quantum superposition
Affine plane (incidence geometry)	Linear space (geometry)
Star (game theory)	John Horton Conway
Star (game theory)	Nimber
Star (game theory)	John Horton Conway
Second fundamental form	First fundamental form
Second fundamental form	Third fundamental form
Phytochrome	Heme
Pronic number	Aristotle
Pronic number	Aristotle
Pronic number	Lucas number
Philosophy of space and time	Aristotle
Philosophy of space and time	Henri Poincaré
Sinistral and dextral	Chirality (chemistry)
Square (algebra)	Metric tensor
Laws of Form	Philosophy of mind
Laws of Form	Propositional calculus
Laws of Form	Mereotopology
Laws of Form	Propositional calculus
Bravais lattice	Pearson symbol
Bravais lattice	Hexagonal crystal family
Bravais lattice	Hexagonal crystal family
Bravais lattice	Crystal system
Mathematical and theoretical biology	Charles Darwin
Mathematical and theoretical biology	The Chemical Basis of Morphogenesis
Mathematical and theoretical biology	National Institute for Mathematical and Biological Synthesis
Mathematical and theoretical biology	Population genetics
Quantum logic	Linear subspace
Quantum logic	Hamiltonian mechanics
Gradient-index optics	Optical aberration
Crystallographic point group	Crystal system
Crystallographic point group	Coxeter notation
Crystallographic point group	Point group
Crystallographic point group	Space group
Crystallographic point group	Crystal system
Econophysics	Josiah Willard Gibbs
Econophysics	Quantum finance
Reciprocal lattice	Bravais lattice
Reciprocal lattice	Laue equations
Reciprocal lattice	Bravais lattice
Reciprocal lattice	Bravais lattice
Reciprocal lattice	Ewald's sphere
Parallel (geometry)	Parallel curve
Olfactory receptor	G protein-coupled receptor
Olfactory receptor	Receptor (biochemistry)
Quantum operation	Lie group
Frenet–Serret formulas	Darboux vector
Frenet–Serret formulas	Maple (software)
Coleoptile	Charles Darwin
Faddeev–Popov ghost	Gauge fixing
Lattice gauge theory	Path integral formulation
Lattice gauge theory	Functional integration
Lattice gauge theory	Lie group
